entrez_id	pathway_id	gene_symbol	ensembl_id	pathway_name
387237	path:mmu05206	Mir129-1	ENSMUSG00000065469	MicroRNAs in cancer - Mus musculus (house mouse)
387239	path:mmu05206	Mir199b	ENSMUSG00000092807	MicroRNAs in cancer - Mus musculus (house mouse)
387242	path:mmu05206	Mir200a	ENSMUSG00000065400	MicroRNAs in cancer - Mus musculus (house mouse)
387243	path:mmu05206	Mir200b	ENSMUSG00000065549	MicroRNAs in cancer - Mus musculus (house mouse)
387244	path:mmu05206	Mirlet7a-1	ENSMUSG00000065421	MicroRNAs in cancer - Mus musculus (house mouse)
387245	path:mmu05206	Mirlet7b	ENSMUSG00000065564	MicroRNAs in cancer - Mus musculus (house mouse)
387246	path:mmu05206	Mirlet7c-1	ENSMUSG00000065557	MicroRNAs in cancer - Mus musculus (house mouse)
387247	path:mmu05206	Mirlet7d	ENSMUSG00000065453	MicroRNAs in cancer - Mus musculus (house mouse)
387248	path:mmu05206	Mirlet7e	ENSMUSG00000105758	MicroRNAs in cancer - Mus musculus (house mouse)
387249	path:mmu05206	Mirlet7g	ENSMUSG00000065440	MicroRNAs in cancer - Mus musculus (house mouse)
387251	path:mmu05206	Mirlet7i	ENSMUSG00000065406	MicroRNAs in cancer - Mus musculus (house mouse)
387252	path:mmu05206	Mirlet7f-1	ENSMUSG00000105621	MicroRNAs in cancer - Mus musculus (house mouse)
387253	path:mmu05206	Mirlet7f-2	ENSMUSG00000065602	MicroRNAs in cancer - Mus musculus (house mouse)
433759	path:mmu05206	Hdac1	ENSMUSG00000028800	MicroRNAs in cancer - Mus musculus (house mouse)
53614	path:mmu05206	Reck	ENSMUSG00000028476	MicroRNAs in cancer - Mus musculus (house mouse)
56289	path:mmu05206	Rassf1	ENSMUSG00000010067	MicroRNAs in cancer - Mus musculus (house mouse)
56717	path:mmu05206	Mtor	ENSMUSG00000028991	MicroRNAs in cancer - Mus musculus (house mouse)
636931	path:mmu05206	Trim71	ENSMUSG00000079259	MicroRNAs in cancer - Mus musculus (house mouse)
67653	path:mmu05206	4930544G11Rik	ENSMUSG00000036463	MicroRNAs in cancer - Mus musculus (house mouse)
67849	path:mmu05206	Cdca5	ENSMUSG00000024791	MicroRNAs in cancer - Mus musculus (house mouse)
70584	path:mmu05206	Pak4	ENSMUSG00000030602	MicroRNAs in cancer - Mus musculus (house mouse)
71819	path:mmu05206	Kif23	ENSMUSG00000032254	MicroRNAs in cancer - Mus musculus (house mouse)
723814	path:mmu05206	Mir223	ENSMUSG00000076066	MicroRNAs in cancer - Mus musculus (house mouse)
723815	path:mmu05206	Mir128-2	ENSMUSG00000065441	MicroRNAs in cancer - Mus musculus (house mouse)
723817	path:mmu05206	Mir133b	ENSMUSG00000065480	MicroRNAs in cancer - Mus musculus (house mouse)
723818	path:mmu05206	Mir135b	ENSMUSG00000065435	MicroRNAs in cancer - Mus musculus (house mouse)
723819	path:mmu05206	Mir181c	ENSMUSG00000065483	MicroRNAs in cancer - Mus musculus (house mouse)
723821	path:mmu05206	Mir199a-2	ENSMUSG00000070126	MicroRNAs in cancer - Mus musculus (house mouse)
723824	path:mmu05206	Mir103-1	ENSMUSG00000065553	MicroRNAs in cancer - Mus musculus (house mouse)
723825	path:mmu05206	Mir103-2	ENSMUSG00000065563	MicroRNAs in cancer - Mus musculus (house mouse)
723826	path:mmu05206	Mir107	ENSMUSG00000065594	MicroRNAs in cancer - Mus musculus (house mouse)
723827	path:mmu05206	Mir221	ENSMUSG00000065422	MicroRNAs in cancer - Mus musculus (house mouse)
723828	path:mmu05206	Mir222	ENSMUSG00000065471	MicroRNAs in cancer - Mus musculus (house mouse)
723830	path:mmu05206	Mir28a	ENSMUSG00000065494	MicroRNAs in cancer - Mus musculus (house mouse)
723836	path:mmu05206	Mir30e	ENSMUSG00000119752	MicroRNAs in cancer - Mus musculus (house mouse)
723837	path:mmu05206	Mir32	ENSMUSG00000065544	MicroRNAs in cancer - Mus musculus (house mouse)
723848	path:mmu05206	Mir34a	ENSMUSG00000065493	MicroRNAs in cancer - Mus musculus (house mouse)
723849	path:mmu05206	Mir34b	ENSMUSG00000065492	MicroRNAs in cancer - Mus musculus (house mouse)
723852	path:mmu05206	Mir363	ENSMUSG00000070106	MicroRNAs in cancer - Mus musculus (house mouse)
723868	path:mmu05206	Mir449a	ENSMUSG00000065575	MicroRNAs in cancer - Mus musculus (house mouse)
723870	path:mmu05206	Mir451a	ENSMUSG00000118889	MicroRNAs in cancer - Mus musculus (house mouse)
723874	path:mmu05206	Mir483	ENSMUSG00000070140	MicroRNAs in cancer - Mus musculus (house mouse)
723878	path:mmu05206	Mir494	ENSMUSG00000070141	MicroRNAs in cancer - Mus musculus (house mouse)
723883	path:mmu05206	Mir7b	ENSMUSG00000065491	MicroRNAs in cancer - Mus musculus (house mouse)
723884	path:mmu05206	Mir7-2	ENSMUSG00000065609	MicroRNAs in cancer - Mus musculus (house mouse)
723886	path:mmu05206	Mir96	ENSMUSG00000065586	MicroRNAs in cancer - Mus musculus (house mouse)
723890	path:mmu05206	Mir181b-1	ENSMUSG00000065458	MicroRNAs in cancer - Mus musculus (house mouse)
723891	path:mmu05206	Mir19a	ENSMUSG00000065416	MicroRNAs in cancer - Mus musculus (house mouse)
723892	path:mmu05206	Mir100	ENSMUSG00000093011	MicroRNAs in cancer - Mus musculus (house mouse)
723893	path:mmu05206	Mir10a	ENSMUSG00000065519	MicroRNAs in cancer - Mus musculus (house mouse)
723894	path:mmu05206	Mir224	ENSMUSG00000065542	MicroRNAs in cancer - Mus musculus (house mouse)
723895	path:mmu05206	Mir31	ENSMUSG00000065408	MicroRNAs in cancer - Mus musculus (house mouse)
723896	path:mmu05206	Mir324	ENSMUSG00000065534	MicroRNAs in cancer - Mus musculus (house mouse)
723900	path:mmu05206	Mir375	ENSMUSG00000065616	MicroRNAs in cancer - Mus musculus (house mouse)
723902	path:mmu05206	Mir7-1	ENSMUSG00000065434	MicroRNAs in cancer - Mus musculus (house mouse)
723903	path:mmu05206	Mir181b-2	ENSMUSG00000065578	MicroRNAs in cancer - Mus musculus (house mouse)
723905	path:mmu05206	Mir17	ENSMUSG00000065508	MicroRNAs in cancer - Mus musculus (house mouse)
723908	path:mmu05206	Mir331	ENSMUSG00000065607	MicroRNAs in cancer - Mus musculus (house mouse)
723909	path:mmu05206	Mir342	ENSMUSG00000065436	MicroRNAs in cancer - Mus musculus (house mouse)
723925	path:mmu05206	Mir106b	ENSMUSG00000065514	MicroRNAs in cancer - Mus musculus (house mouse)
723926	path:mmu05206	Mir25	ENSMUSG00000065394	MicroRNAs in cancer - Mus musculus (house mouse)
723930	path:mmu05206	Mir335	ENSMUSG00000065501	MicroRNAs in cancer - Mus musculus (house mouse)
723932	path:mmu05206	Mir34c	ENSMUSG00000065587	MicroRNAs in cancer - Mus musculus (house mouse)
723942	path:mmu05206	Mir92-2	ENSMUSG00000065613	MicroRNAs in cancer - Mus musculus (house mouse)
723944	path:mmu05206	Mir200c	ENSMUSG00000065462	MicroRNAs in cancer - Mus musculus (house mouse)
723946	path:mmu05206	Mir345	ENSMUSG00000065429	MicroRNAs in cancer - Mus musculus (house mouse)
723949	path:mmu05206	Mir16-2	ENSMUSG00000065606	MicroRNAs in cancer - Mus musculus (house mouse)
723950	path:mmu05206	Mir124a-2	ENSMUSG00000093073	MicroRNAs in cancer - Mus musculus (house mouse)
723951	path:mmu05206	Mir124a-3	ENSMUSG00000065454	MicroRNAs in cancer - Mus musculus (house mouse)
723952	path:mmu05206	Mir125b-2	ENSMUSG00000065472	MicroRNAs in cancer - Mus musculus (house mouse)
723953	path:mmu05206	Mir129-2	ENSMUSG00000065511	MicroRNAs in cancer - Mus musculus (house mouse)
723954	path:mmu05206	Mir133a-2	ENSMUSG00000065460	MicroRNAs in cancer - Mus musculus (house mouse)
723955	path:mmu05206	Mir135a-2	ENSMUSG00000065524	MicroRNAs in cancer - Mus musculus (house mouse)
723957	path:mmu05206	Mir194-2	ENSMUSG00000065582	MicroRNAs in cancer - Mus musculus (house mouse)
723959	path:mmu05206	Mir1a-2	ENSMUSG00000106348	MicroRNAs in cancer - Mus musculus (house mouse)
723962	path:mmu05206	Mir26a-2	ENSMUSG00000065430	MicroRNAs in cancer - Mus musculus (house mouse)
723963	path:mmu05206	Mir29b-2	ENSMUSG00000065412	MicroRNAs in cancer - Mus musculus (house mouse)
723964	path:mmu05206	Mir30c-2	ENSMUSG00000065567	MicroRNAs in cancer - Mus musculus (house mouse)
723965	path:mmu05206	Mirlet7a-2	ENSMUSG00000092770	MicroRNAs in cancer - Mus musculus (house mouse)
723966	path:mmu05206	Mirlet7c-2	ENSMUSG00000065608	MicroRNAs in cancer - Mus musculus (house mouse)
723967	path:mmu05206	Mir9-2	ENSMUSG00000065424	MicroRNAs in cancer - Mus musculus (house mouse)
723968	path:mmu05206	Mir9-3	ENSMUSG00000093238	MicroRNAs in cancer - Mus musculus (house mouse)
724062	path:mmu05206	Mir101b	ENSMUSG00000065556	MicroRNAs in cancer - Mus musculus (house mouse)
724063	path:mmu05206	Mir330	ENSMUSG00000065543	MicroRNAs in cancer - Mus musculus (house mouse)
73086	path:mmu05206	Rps6ka5	ENSMUSG00000021180	MicroRNAs in cancer - Mus musculus (house mouse)
735252	path:mmu05206	Mir181a-1	ENSMUSG00000065565	MicroRNAs in cancer - Mus musculus (house mouse)
74370	path:mmu05206	Rptor	ENSMUSG00000025583	MicroRNAs in cancer - Mus musculus (house mouse)
74747	path:mmu05206	Ddit4	ENSMUSG00000020108	MicroRNAs in cancer - Mus musculus (house mouse)
74769	path:mmu05206	Pik3cb	ENSMUSG00000032462	MicroRNAs in cancer - Mus musculus (house mouse)
751519	path:mmu05206	Mir423	ENSMUSG00000065518	MicroRNAs in cancer - Mus musculus (house mouse)
751527	path:mmu05206	Mir19b-1	ENSMUSG00000076256	MicroRNAs in cancer - Mus musculus (house mouse)
751549	path:mmu05206	Mir92-1	ENSMUSG00000076062	MicroRNAs in cancer - Mus musculus (house mouse)
751557	path:mmu05206	Mir615	ENSMUSG00000076010	MicroRNAs in cancer - Mus musculus (house mouse)
81877	path:mmu05206	Tnxb	ENSMUSG00000033327	MicroRNAs in cancer - Mus musculus (house mouse)
93759	path:mmu05206	Sirt1	ENSMUSG00000020063	MicroRNAs in cancer - Mus musculus (house mouse)
100041375	path:mmu05207	Cyp3a41b	ENSMUSG00000075552	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
100042295	path:mmu05207	Gm3776	ENSMUSG00000111709	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
100042314	path:mmu05207	Gsta5	ENSMUSG00000074179	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
100559	path:mmu05207	Ugt2b38	ENSMUSG00000061906	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
100727	path:mmu05207	Ugt2b34	ENSMUSG00000029260	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
102465198	path:mmu05207	Mir7j	ENSMUSG00000099169	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
102465309	path:mmu05207	Mir7k	ENSMUSG00000098687	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
103140	path:mmu05207	Gstt3	ENSMUSG00000001665	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
104110	path:mmu05207	Adcy4	ENSMUSG00000022220	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
104111	path:mmu05207	Adcy3	ENSMUSG00000020654	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
108015	path:mmu05207	Chrnb4	ENSMUSG00000035200	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
109689	path:mmu05207	Arrb1	ENSMUSG00000018909	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
110157	path:mmu05207	Raf1	ENSMUSG00000000441	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
110651	path:mmu05207	Rps6ka3	ENSMUSG00000031309	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
110834	path:mmu05207	Chrna3	ENSMUSG00000032303	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
112417	path:mmu05207	Ugt2b37	ENSMUSG00000057425	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
114230	path:mmu05207	Aipl1	ENSMUSG00000040554	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
11438	path:mmu05207	Chrna4	ENSMUSG00000027577	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
11441	path:mmu05207	Chrna7	ENSMUSG00000030525	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
11444	path:mmu05207	Chrnb2	ENSMUSG00000027950	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
11512	path:mmu05207	Adcy6	ENSMUSG00000022994	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
11513	path:mmu05207	Adcy7	ENSMUSG00000031659	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
11514	path:mmu05207	Adcy8	ENSMUSG00000022376	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
11515	path:mmu05207	Adcy9	ENSMUSG00000005580	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
11554	path:mmu05207	Adrb1	ENSMUSG00000035283	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
11555	path:mmu05207	Adrb2	ENSMUSG00000045730	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
11556	path:mmu05207	Adrb3	ENSMUSG00000031489	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
11622	path:mmu05207	Ahr	ENSMUSG00000019256	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
11632	path:mmu05207	Aip	ENSMUSG00000024847	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
11651	path:mmu05207	Akt1	ENSMUSG00000001729	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
11652	path:mmu05207	Akt2	ENSMUSG00000004056	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
11798	path:mmu05207	Xiap	ENSMUSG00000025860	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
11799	path:mmu05207	Birc5	ENSMUSG00000017716	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
11835	path:mmu05207	Ar	ENSMUSG00000046532	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
11863	path:mmu05207	Arnt	ENSMUSG00000015522	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
11909	path:mmu05207	Atf2	ENSMUSG00000027104	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
11911	path:mmu05207	Atf4	ENSMUSG00000042406	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
12015	path:mmu05207	Bad	ENSMUSG00000024959	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
12043	path:mmu05207	Bcl2	ENSMUSG00000057329	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
12053	path:mmu05207	Bcl6	ENSMUSG00000022508	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
12224	path:mmu05207	Klf5	ENSMUSG00000005148	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
12286	path:mmu05207	Cacna1a	ENSMUSG00000034656	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
12287	path:mmu05207	Cacna1b	ENSMUSG00000004113	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
12288	path:mmu05207	Cacna1c	ENSMUSG00000051331	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
12289	path:mmu05207	Cacna1d	ENSMUSG00000015968	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
12292	path:mmu05207	Cacna1s	ENSMUSG00000026407	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
12355	path:mmu05207	Nr1i3	ENSMUSG00000005677	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
12443	path:mmu05207	Ccnd1	ENSMUSG00000070348	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
12445	path:mmu05207	Ccnd3	ENSMUSG00000034165	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
12530	path:mmu05207	Cdc25a	ENSMUSG00000032477	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
12912	path:mmu05207	Creb1	ENSMUSG00000025958	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
12913	path:mmu05207	Creb3	ENSMUSG00000028466	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
12915	path:mmu05207	Atf6b	ENSMUSG00000015461	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
13076	path:mmu05207	Cyp1a1	ENSMUSG00000032315	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
13077	path:mmu05207	Cyp1a2	ENSMUSG00000032310	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
13078	path:mmu05207	Cyp1b1	ENSMUSG00000024087	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
13088	path:mmu05207	Cyp2b10	ENSMUSG00000030483	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
13089	path:mmu05207	Cyp2b13	ENSMUSG00000040583	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
13090	path:mmu05207	Cyp2b19	ENSMUSG00000066704	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
13094	path:mmu05207	Cyp2b9	ENSMUSG00000040660	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
13112	path:mmu05207	Cyp3a11	ENSMUSG00000056035	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
13113	path:mmu05207	Cyp3a13	ENSMUSG00000029727	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
13114	path:mmu05207	Cyp3a16	ENSMUSG00000038656	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
13388	path:mmu05207	Dll1	ENSMUSG00000014773	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
13389	path:mmu05207	Dll3	ENSMUSG00000003436	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
13555	path:mmu05207	E2f1	ENSMUSG00000027490	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
13645	path:mmu05207	Egf	ENSMUSG00000028017	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
13649	path:mmu05207	Egfr	ENSMUSG00000020122	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
13685	path:mmu05207	Eif4ebp1	ENSMUSG00000031490	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
13849	path:mmu05207	Ephx1	ENSMUSG00000038776	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
13850	path:mmu05207	Ephx2	ENSMUSG00000022040	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
13982	path:mmu05207	Esr1	ENSMUSG00000019768	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
13983	path:mmu05207	Esr2	ENSMUSG00000021055	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14165	path:mmu05207	Fgf10	ENSMUSG00000021732	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14171	path:mmu05207	Fgf17	ENSMUSG00000022101	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14172	path:mmu05207	Fgf18	ENSMUSG00000057967	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14173	path:mmu05207	Fgf2	ENSMUSG00000037225	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14174	path:mmu05207	Fgf3	ENSMUSG00000031074	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14175	path:mmu05207	Fgf4	ENSMUSG00000050917	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14176	path:mmu05207	Fgf5	ENSMUSG00000029337	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14177	path:mmu05207	Fgf6	ENSMUSG00000000183	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14178	path:mmu05207	Fgf7	ENSMUSG00000027208	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14179	path:mmu05207	Fgf8	ENSMUSG00000025219	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14180	path:mmu05207	Fgf9	ENSMUSG00000021974	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14281	path:mmu05207	Fos	ENSMUSG00000021250	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14677	path:mmu05207	Gnai1	ENSMUSG00000057614	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14678	path:mmu05207	Gnai2	ENSMUSG00000032562	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14679	path:mmu05207	Gnai3	ENSMUSG00000000001	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14683	path:mmu05207	Gnas	ENSMUSG00000027523	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14784	path:mmu05207	Grb2	ENSMUSG00000059923	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14857	path:mmu05207	Gsta1	ENSMUSG00000074183	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14858	path:mmu05207	Gsta2	ENSMUSG00000057933	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14859	path:mmu05207	Gsta3	ENSMUSG00000025934	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14860	path:mmu05207	Gsta4	ENSMUSG00000032348	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14862	path:mmu05207	Gstm1	ENSMUSG00000058135	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14863	path:mmu05207	Gstm2	ENSMUSG00000040562	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14864	path:mmu05207	Gstm3	ENSMUSG00000004038	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14865	path:mmu05207	Gstm4	ENSMUSG00000027890	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14866	path:mmu05207	Gstm5	ENSMUSG00000004032	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14867	path:mmu05207	Gstm6	ENSMUSG00000068762	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14871	path:mmu05207	Gstt1	ENSMUSG00000001663	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14872	path:mmu05207	Gstt2	ENSMUSG00000033318	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
14873	path:mmu05207	Gsto1	ENSMUSG00000025068	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
15461	path:mmu05207	Hras	ENSMUSG00000025499	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
15516	path:mmu05207	Hsp90ab1	ENSMUSG00000023944	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
15519	path:mmu05207	Hsp90aa1	ENSMUSG00000021270	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
16211	path:mmu05207	Kpnb1	ENSMUSG00000001440	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
16449	path:mmu05207	Jag1	ENSMUSG00000027276	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
16452	path:mmu05207	Jak2	ENSMUSG00000024789	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
16476	path:mmu05207	Jun	ENSMUSG00000052684	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
16600	path:mmu05207	Klf4	ENSMUSG00000003032	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
16646	path:mmu05207	Kpna1	ENSMUSG00000022905	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
16647	path:mmu05207	Kpna2	ENSMUSG00000018362	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
16648	path:mmu05207	Kpna3	ENSMUSG00000021929	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
16649	path:mmu05207	Kpna4	ENSMUSG00000027782	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
16650	path:mmu05207	Kpna6	ENSMUSG00000003731	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
16653	path:mmu05207	Kras	ENSMUSG00000030265	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
17869	path:mmu05207	Myc	ENSMUSG00000022346	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
18033	path:mmu05207	Nfkb1	ENSMUSG00000028163	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
18129	path:mmu05207	Notch2	ENSMUSG00000027878	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
18176	path:mmu05207	Nras	ENSMUSG00000027852	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
18667	path:mmu05207	Pgr	ENSMUSG00000031870	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
18706	path:mmu05207	Pik3ca	ENSMUSG00000027665	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
18707	path:mmu05207	Pik3cd	ENSMUSG00000039936	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
18708	path:mmu05207	Pik3r1	ENSMUSG00000041417	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
18709	path:mmu05207	Pik3r2	ENSMUSG00000031834	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
18710	path:mmu05207	Pik3r3	ENSMUSG00000028698	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
18747	path:mmu05207	Prkaca	ENSMUSG00000005469	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
18749	path:mmu05207	Prkacb	ENSMUSG00000005034	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
18750	path:mmu05207	Prkca	ENSMUSG00000050965	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
18751	path:mmu05207	Prkcb	ENSMUSG00000052889	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
18752	path:mmu05207	Prkcg	ENSMUSG00000078816	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
19013	path:mmu05207	Ppara	ENSMUSG00000022383	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
19645	path:mmu05207	Rb1	ENSMUSG00000022105	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
19697	path:mmu05207	Rela	ENSMUSG00000024927	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
20111	path:mmu05207	Rps6ka1	ENSMUSG00000003644	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
20112	path:mmu05207	Rps6ka2	ENSMUSG00000023809	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
20181	path:mmu05207	Rxra	ENSMUSG00000015846	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
20182	path:mmu05207	Rxrb	ENSMUSG00000039656	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
20183	path:mmu05207	Rxrg	ENSMUSG00000015843	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
20662	path:mmu05207	Sos1	ENSMUSG00000024241	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
20663	path:mmu05207	Sos2	ENSMUSG00000034801	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
20779	path:mmu05207	Src	ENSMUSG00000027646	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
20848	path:mmu05207	Stat3	ENSMUSG00000004040	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
20850	path:mmu05207	Stat5a	ENSMUSG00000004043	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
20851	path:mmu05207	Stat5b	ENSMUSG00000020919	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)
